25
25
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0
4	4	4	4	4	12	12	10	10	4	4	4	4	4	12	8	4	4	12	12	10	10	4	4	4
2	2	2	2	2	11	11	9	9	2	2	2	2	2	11	9	2	2	6	11	9	9	2	2	2
0	0	0	0	0	3	3	1	1	0	0	0	0	0	3	1	0	0	0	3	1	0	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	3	1	0	0	0	3	1	0	0	0	0
0	0	0	0	0	3	3	1	1	0	3	4	4	4	12	10	0	0	0	3	1	0	0	0	0
0	0	0	0	0	3	3	1	1	0	3	2	2	2	11	5	0	0	0	3	1	0	0	0	0
0	0	0	0	0	3	3	1	1	0	3	1	0	0	3	1	0	0	0	3	1	0	0	0	0
0	0	0	0	0	3	3	1	1	0	3	1	0	0	3	1	4	4	4	4	1	0	0	0	0
0	0	0	0	0	7	7	10	10	4	4	1	0	0	2	2	2	2	2	2	1	0	0	0	0
0	0	0	0	0	11	11	9	9	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	4	4	4	12	12	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	4	4	4	12	12	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	2	11	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	2	11	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
